Id	Name	Started_Airing	Score	Release_Year	Synopsis	Episodes	Studio	Rating	Type	Source	Genres
333	Mama wa Shougaku 4-nensei	1992-01-10	7.3	1992	"Natsumi Mizuki is a 4th grader whose parents have gone to London. Her Aunt Izumi comes to live with her. Izumi is an aspiring manga writer who is trying to get her first big break, so she doesn't have time for a baby that appears out of thin air on Natsumi's first night alone. The baby's name is Mirai and her mother is *Natsumi*, but 15 years older. Somehow, Mirai had traveled back in time. Now the young Natsumi has to raise Mirai while trying to keep her 4th grade life from falling apart and keep Mirai-chan secret from everyone. She has the dubious help of Izumi and some baby-care gadgets from the future.  

(Source: ANN)"	51	Sunrise	PG - Children	TV	Original	Award Winning;Comedy;Drama;Sci-Fi
344	Futatsu no Spica	2003-11-01	7.3	2003	"When Kamogawa Asumi was just a baby, her mother was grievously injured when a rocket crashed to the ground. Five years later, having been in a coma all the time, Asumi's mother finally dies, and the little girl struggles to come to terms with the death of a mother she barely remembers. In the midst of her turmoil, she meets ""Lion-san,"" a strange figure wearing a lion mask and claiming to be a ghost. Lion-san helps Asumi to bury her mother's ashes, and finally, Asumi reaches her own decision: ""When I grow up, I'm going to be a rocket pilot.""

(Source: ANN)"	20	Group TAC	PG-13 - Teens 13 or older	TV	Manga	Drama;Sci-Fi;Supernatural
350	Ojamajo Doremi	1999-02-07	7.3	1999	"Harukaze Doremi considers herself to be the unluckiest girl in the world. Her parents are always fighting, her little sister makes fun of her, and her crush pines after another girl. If only Doremi could just wave a magic wand, she would have a much better life—or so she used to think.

After a mishap with a real witch, Doremi becomes an apprentice witch herself, and it turns out she's pretty horrible at that, too.

Now she and her two friends must study to become better at magic so they can become good witches. That is, if they can focus on their magic studies!

The three apprentices will need all the luck they can get if they want to pass the witch exams and become full-fledged witches. Only then will Doremi's debt to the witch Majorika be repaid. Until then, Doremi will remain a useless little witch girl!"	51	Toei Animation	G - All Ages	TV	Original	Comedy
356	Fate/stay night	2006-01-07	7.3	2006	"After a mysterious inferno kills his family, Shirou is saved and adopted by Kiritsugu Emiya, who teaches him the ways of magic and justice.

One night, years after Kiritsugu's death, Shirou is cleaning at school, when he finds himself caught in the middle of a deadly encounter between two superhumans known as Servants. During his attempt to escape, the boy is caught by one of the Servants and receives a life-threatening injury. Miraculously, he survives, but the same Servant returns to finish what he started. In desperation, Shirou summons a Servant of his own, a knight named Saber. The two must now participate in the Fifth Holy Grail War, a battle royale of seven Servants and the mages who summoned them, with the grand prize being none other than the omnipotent Holy Grail itself.

Fate/stay night follows Shirou as he struggles to find the fine line between a hero and a killer, his ideals clashing with the harsh reality around him. Will the boy become a hero like his foster father, or die trying?

[Written by MAL Rewrite]"	24	Studio Deen	R - 17+ (violence & profanity)	TV	Visual novel	Action;Fantasy;Romance
408	Final Fantasy VII: Last Order	2005-09-14	7.3	2005	"With reports of monsters terrorizing the reactor at Mount Nibel, the Shinra Electric Power Company dispatches their elite fighting force SOLDIER to investigate. Accompanied by fellow SOLDIER First Class Zack Fair and a small contingent of company guards, the war hero Sephiroth is to assess the condition of the Mako reactor at the behest of the company. In Nibelheim, the village that the reactor powers, Sephiroth discovers the source of the monsters and the origins of Shinra's legendary Jenova Project.

Running through the woods months later, Zack is no longer the hero he once dreamt of becoming. He flees from the General Affairs Department of the Shinra Electric Power Company, better known as the Turks, who desperately seek to bury the evidence living within the two.

[Written by MAL Rewrite]"	1	Madhouse	PG-13 - Teens 13 or older	Special	Game	Action;Adventure;Drama;Fantasy;Sci-Fi
443	Onegai☆Teacher: Himitsu na Futari	2002-10-25	7.3	2002	"Kei and Mizuho are having some marital difficulties, and Mizuho's family decides it's high time for a visit. 

(Source: ANN)"	1	Daume	PG-13 - Teens 13 or older	OVA	Original	Comedy;Ecchi;Romance;Sci-Fi
476	Ginban Kaleidoscope	2005-10-09	7.3	2005	"Figure skater Tazusa Sakurano is on the fast track to the Olympics. As a top contender, her chances rest on a single competition in Canada. However, during her program, she falls and hits her head on the ice, knocking her unconscious. At the same time, Canadian stunt pilot Pete Pumps goes down in a fiery blaze.

After her devastating failure, Tazusa returns home to Japan, but she starts hearing a voice in her head. In reality, when Pete had arrived at the gates of heaven, he was denied access for his sins. Instead, he was told to wait 100 days and is now trapped in Tazusa's body! Unwilling to let this interrupt her life—even if her body is a bit crowded—Tazusa moves forward with skating, all while a pesky voice may just be able to help her achieve her dream.

[Written by MAL Rewrite]"	12	Karaku	PG-13 - Teens 13 or older	TV	Light novel	Drama;Romance;Sports;Supernatural
483	Kurau Phantom Memory	2004-06-25	7.3	2004	"It is the year 2100, and on the colonized Moon, a project is under way to explore new aspects of energy. Amami Kurau is the daughter of the chief scientist on the project, and on her 12th birthday, she accompanies her father to the lab to observe the experiments. Then something goes awry, and Kurau is struck by twin bolts of light. In the aftermath, her father is dismayed to find that his daughter is no longer his daughter. Rather, her body is now home to two energy entities with fantastic powers.

(Source: ANN)"	24	Bones	PG-13 - Teens 13 or older	TV	Original	Action;Drama;Sci-Fi
484	Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka	2001-08-18	7.3	2001	"The gang is traveling along when they find a girl in need. Of course, they all can't resist going after her. This girl isn't all that she seems... her motive or her ""humanity"".... and soon the whole gang has Sanzo's past on their hands and one certain young boy who can keep a grudge for decades...

(Source: ANN)"	1	Pierrot	PG-13 - Teens 13 or older	Movie	Manga	Adventure;Supernatural
505	Fushigiboshi no☆Futagohime	2005-04-02	7.3	2005	"In the hollow Mysterious Planet, seven kingdoms co-exist, all of them lit by the Sun's Blessing from the Kingdom of the Sun, in the middle of the planet. The light of the core sun is necessary for the continued existence of all the kingdoms. Yet, something is causing the Sun's Blessing to weaken. If something isn't done, it will be the end of life in the Mysterious Planet. Fortunately, the twin princesses of the Sun Kingdom, Fine and Rein, have been endowed with the magic of the Prominence, and are looking for a way to fix things. 

(Source: ANN)"	51	HAL Film Maker	G - All Ages	TV	Original	Comedy;Fantasy
506	Glass no Kamen	1984-04-09	7.3	1984	"Kitajima Maya, a 13-year old girl with a talent for acting, was discovered by the reclusive actress Tsukikage. The story follows Maya's growing up, intense training, overcoming challenges, and evolving into the foremost actress of her generation (she is about 20 so far). Maya's greatest rival is Himekawa Ayumi, the beautiful daughter of a famous movie couple. They ultimately vied for the most sought-after role - the ""Crimson Goddess"". An equally important subplot Maya's relationship with the handsome and ruthless entertainment mogul Hayami Masumi, who secretly became her number one fan, but misunderstandings and bad-timing obstructed their romance...

(Source: ANN)"	23	Eiken	PG-13 - Teens 13 or older	TV	Manga	Drama;Romance
519	Mahoraba: Heartful Days	2005-01-10	7.3	2005	"Shiratori Ryuushi is a young artist-in-training, about to start studying at a vocational school. Arriving at his new lodgings, Narutakisou, he finds himself the focus of attention for the collection of weirdos that inhabit the place. He also meets and falls for the landlady, Aoba Kozue, who seems to be both lovely and charming. However, Kozue is not what she seems to be... in fact, she's more.

(Source: ANN)"	26	J.C.Staff	PG-13 - Teens 13 or older	TV	Manga	Comedy;Romance
520	Marmalade Boy Movie	1995-03-04	7.3	1995	"A prelude to Marmalade Boy the TV series. Yuu remembers the day when his parents decided to divorce each other and remarry with another married couple. Troubled by the news, Yuu decides to take a walk, on which he spots a girl he falls in love with at first sight. He decides to follow this unaware girl and falls more in love with her. However he discovers who the girl really is...she's the daughter of his parents' new lovers. 

(Source: ANN)"	1	Toei Animation	PG-13 - Teens 13 or older	Movie	Manga	Romance
